"iso_o","Origin","iso_d","Destination","contig","comlang_off","comlang_ethno","colony","comcol","curcol","col45","smctry","dist","distcap","distw","distwces"
"GMB","Gambia","SYC","Seychelles",0,1,1,0,1,0,0,0,8214.822,8214.822,8183.047,8182.313
"GHA","Ghana","SYC","Seychelles",0,1,1,0,1,0,0,0,6295.563,6295.563,6359.618,6358.337
"GIN","Guinea","SYC","Seychelles",0,1,1,0,0,0,0,0,8049.114,8049.114,7729.905,7725.679
"GNB","Guinea-Bissau","SYC","Seychelles",0,0,0,0,0,0,0,0,8080.062,8080.062,8063.648,8063.48
"KEN","Kenya","SYC","Seychelles",0,1,1,0,1,0,0,0,2104.088,2104.088,2080.544,2062.994
"LSO","Lesotho","SYC","Seychelles",0,1,1,0,1,0,0,0,4028.378,4028.378,4017.336,4016.841
"LBR","Liberia","SYC","Seychelles",0,1,1,0,0,0,0,0,7459.801,7459.801,7412.275,7410.825
"LBY","Libya","SYC","Seychelles",0,0,0,0,0,0,0,0,6102.806,6102.806,5856.465,5842.233
"MDG","Madagascar","SYC","Seychelles",0,1,1,0,0,0,0,0,1805.194,1805.194,1832.276,1786.857
"MWI","Malawi","SYC","Seychelles",0,1,1,0,1,0,0,0,2591.992,2591.992,2554.919,2554.209
"MLI","Mali","SYC","Seychelles",0,1,0,0,0,0,0,0,7274.188,7274.188,7199.083,7192.688
"MRT","Mauritania","SYC","Seychelles",0,0,0,0,0,0,0,0,8230.991,8230.991,8117.283,8109.983
"MUS","Mauritius","SYC","Seychelles",0,1,1,0,1,0,0,1,1742.821,1742.821,1748.565,1748.474
"MAR","Morocco","SYC","Seychelles",0,1,1,0,0,0,0,0,7814.553,7814.553,7793.737,7791.916
"MOZ","Mozambique","SYC","Seychelles",0,0,0,0,0,0,0,0,3403.092,3403.092,2866.643,2757.662
"NAM","Namibia","SYC","Seychelles",0,1,1,0,0,0,0,0,4583.192,4583.192,4564.553,4552.756
"NER","Niger","SYC","Seychelles",0,1,1,0,0,0,0,0,6233.478,6233.478,5948.393,5933.075
"NGA","Nigeria","SYC","Seychelles",0,1,1,0,1,0,0,0,5907.828,5573.845,5711.488,5702.556
"RWA","Rwanda","SYC","Seychelles",0,1,1,0,0,0,0,0,2837.972,2837.972,2855.023,2854.545
"STP","Sao Tome and Principe","SYC","Seychelles",0,0,0,0,0,0,0,0,5446.508,5446.508,5453.15,5453.1
"SEN","Senegal","SYC","Seychelles",0,1,1,0,0,0,0,0,8320.501,8320.501,8264.526,8263.544
"SYC","Seychelles","SYC","Seychelles",0,0,0,0,0,0,0,0,8.02305,8.02305,21.72701,14.86059
"SLE","Sierra Leone","SYC","Seychelles",0,1,1,0,1,0,0,0,7768.361,7768.361,7696.178,7694.877
"SOM","Somalia","SYC","Seychelles",0,1,0,0,1,0,0,0,1347.699,1347.699,1530.45,1495.801
"ZAF","South Africa","SYC","Seychelles",0,1,1,0,0,0,0,0,5022.527,3734.753,4078.662,4027.745
"SDN","Sudan","SYC","Seychelles",0,0,0,0,1,0,0,0,3381.219,3381.219,3373.276,3359.99
"SWZ","Swaziland","SYC","Seychelles",0,1,0,0,1,0,0,0,3540.737,3540.737,3526.432,3526.196
"TZA","Tanzania","SYC","Seychelles",0,1,0,0,1,0,0,0,1807.056,2192.329,2078.121,2030.059
"TGO","Togo","SYC","Seychelles",0,1,1,0,0,0,0,0,6132.449,6132.449,6173.657,6173.13
"TUN","Tunisia","SYC","Seychelles",0,1,0,0,0,0,0,0,6580.215,6580.215,6523.231,6522
"UGA","Uganda","SYC","Seychelles",0,1,1,0,1,0,0,0,2603.635,2603.635,2631.802,2628.023
"ZMB","Zambia","SYC","Seychelles",0,1,1,0,1,0,0,0,3210.169,3210.169,3158.693,3150.578
"ZWE","ZImbabwe","SYC","Seychelles",0,1,1,0,1,0,0,0,3037.068,3037.068,3141.348,3133.768
"DZA","Algeria","SLE","Sierra Leone",0,0,0,0,0,0,0,0,3556.756,3556.756,3472.249,3460.599
"AGO","Angola","SLE","Sierra Leone",0,0,0,0,0,0,0,0,3517.934,3517.934,3571.073,3557.392
"BEN","Benin","SLE","Sierra Leone",0,0,0,0,0,0,0,0,1759.119,1786.635,1655.964,1648.101
"BWA","Botswana","SLE","Sierra Leone",0,1,1,0,1,0,0,0,5636.541,5636.541,5510.718,5506.279
"BFA","Burkina Faso","SLE","Sierra Leone",0,0,0,0,0,0,0,0,1340.966,1340.966,1216.577,1187.974
"BDI","Burundi","SLE","Sierra Leone",0,0,0,0,0,0,0,0,4908.764,4908.764,4868.49,4866.177
"CMR","Cameroon","SLE","Sierra Leone",0,1,1,0,0,0,0,0,2791.564,2791.564,2689.135,2673.302
"CPV","Cape Verde","SLE","Sierra Leone",0,0,0,0,0,0,0,0,1322.196,1322.196,1487.056,1473.804
"CAF","Central African Republic","SLE","Sierra Leone",0,0,0,0,0,0,0,0,3556.283,3556.283,3459.578,3446.368
"TCD","Chad","SLE","Sierra Leone",0,0,0,0,0,0,0,0,3120.216,3120.216,3181.439,3167.974
"COM","Comoros","SLE","Sierra Leone",0,0,0,0,0,0,0,0,6648.441,6648.441,6631.4,6629.31
"COG","Congo Republic","SLE","Sierra Leone",0,0,0,0,0,0,0,0,3467.848,3467.848,3285.705,3276.58
"CIV","Cote d'ivoire","SLE","Sierra Leone",0,0,0,0,0,0,0,0,1083.307,902.3552,926.2989,890.7728
"DJI","Djibouti","SLE","Sierra Leone",0,0,0,0,0,0,0,0,6184.997,6184.997,6110.914,6109.305
"EGY","Egypt","SLE","Sierra Leone",0,0,1,0,0,0,0,0,5211.249,5211.249,5142.512,5140.766
"GNQ","Equatorial Guinea","SLE","Sierra Leone",0,0,0,0,0,0,0,0,2499.476,2499.476,2526.011,2517.587
"ERI","Eritrea","SLE","Sierra Leone",0,1,1,0,1,0,0,0,5718.805,5718.805,5699.827,5695.138
"ETH","Ethiopia","SLE","Sierra Leone",0,1,0,0,0,0,0,0,5727.948,5727.948,5660.135,5656.144
"GAB","Gabon","SLE","Sierra Leone",0,0,0,0,0,0,0,0,2673.879,2673.879,2684.205,2672.218
"GMB","Gambia","SLE","Sierra Leone",0,1,1,0,1,0,0,1,663.9167,663.9167,693.5704,684.7339
"GHA","Ghana","SLE","Sierra Leone",0,1,1,0,1,0,0,1,1476.466,1476.466,1347.877,1334.237
"GIN","Guinea","SLE","Sierra Leone",1,0,0,0,0,0,0,0,290.4326,290.4326,237.7669,186.43
"GNB","Guinea-Bissau","SLE","Sierra Leone",0,0,0,0,0,0,0,0,455.6304,455.6304,499.7356,488.8039
"KEN","Kenya","SLE","Sierra Leone",0,1,1,0,1,0,0,0,5664.818,5664.818,5622.213,5613.771
"LSO","Lesotho","SLE","Sierra Leone",0,1,1,0,1,0,0,0,6065.443,6065.443,6030.662,6029.492
"LBR","Liberia","SLE","Sierra Leone",1,1,1,0,0,0,0,0,367.822,367.822,364.9467,332.6202
"LBY","Libya","SLE","Sierra Leone",0,0,0,0,0,0,0,0,3828.639,3828.639,3958.055,3934.481
"MDG","Madagascar","SLE","Sierra Leone",0,0,0,0,0,0,0,0,7329.807,7329.807,7277.116,7274.426
"MWI","Malawi","SLE","Sierra Leone",0,1,1,0,1,0,0,0,5771.326,5771.326,5784.468,5780.442
"MLI","Mali","SLE","Sierra Leone",0,0,0,0,0,0,0,0,742.3722,742.3722,814.571,769.3411
"MRT","Mauritania","SLE","Sierra Leone",0,0,0,0,0,0,0,0,1112.554,1112.554,1137.649,1112.491
"MUS","Mauritius","SLE","Sierra Leone",0,1,1,0,1,0,0,0,8375.2,8375.2,8310.99,8309.905
"MAR","Morocco","SLE","Sierra Leone",0,0,0,0,0,0,0,0,2917.264,2917.264,2860.999,2850.541
"MOZ","Mozambique","SLE","Sierra Leone",0,0,0,0,0,0,0,0,6269.239,6269.239,6178.858,6174.097
"NAM","Namibia","SLE","Sierra Leone",0,1,1,0,0,0,0,0,4787.892,4787.892,4696.306,4686.065
"NER","Niger","SLE","Sierra Leone",0,0,0,0,0,0,0,0,1769.036,1769.036,2032.014,1975.258
"NGA","Nigeria","SLE","Sierra Leone",0,1,1,0,1,0,0,0,1862.233,2250.372,2032.099,1995.207
"RWA","Rwanda","SLE","Sierra Leone",0,1,1,0,0,0,0,0,4947.897,4947.897,4860.497,4858.184
"STP","Sao Tome and Principe","SLE","Sierra Leone",0,0,0,0,0,0,0,0,2402.248,2402.248,2322.248,2318.122
"SEN","Senegal","SLE","Sierra Leone",0,0,0,0,0,0,0,0,819.8657,819.8657,834.612,816.8721
"SYC","Seychelles","SLE","Sierra Leone",0,1,1,0,1,0,0,0,7768.361,7768.361,7696.178,7694.878
"SLE","Sierra Leone","SLE","Sierra Leone",0,0,0,0,0,0,0,0,101.8504,101.8504,116.602,55.21192
"SOM","Somalia","SLE","Sierra Leone",0,1,0,0,1,0,0,0,6531.794,6531.794,6389.93,6385.66
"ZAF","South Africa","SLE","Sierra Leone",0,1,1,0,0,0,0,0,5790.759,5888.729,5950.4,5942.371
"SDN","Sudan","SLE","Sierra Leone",0,0,0,0,1,0,0,0,5039.158,5039.158,4930.619,4906.054
"SWZ","Swaziland","SLE","Sierra Leone",0,1,0,0,1,0,0,0,6168.253,6168.253,6138.814,6137.572
"TZA","Tanzania","SLE","Sierra Leone",0,1,0,0,1,0,0,0,6079.025,5679.662,5727.346,5703.563
"TGO","Togo","SLE","Sierra Leone",0,0,0,0,0,0,0,0,1635.912,1635.912,1536.32,1528.491
"TUN","Tunisia","SLE","Sierra Leone",0,0,0,0,0,0,0,0,3946.382,3946.382,3841.624,3838.396
"UGA","Uganda","SLE","Sierra Leone",0,1,1,0,1,0,0,0,5165.069,5165.069,5068.645,5064.693
"ZMB","Zambia","SLE","Sierra Leone",0,1,1,0,1,0,0,0,5301.011,5301.011,5183.174,5179.244
"ZWE","ZImbabwe","SLE","Sierra Leone",0,1,1,0,1,0,0,0,5685.677,5685.677,5598.612,5595.657
"DZA","Algeria","SOM","Somalia",0,1,0,0,0,0,0,0,5813.783,5813.783,5583.515,5563.474
"AGO","Angola","SOM","Somalia",0,0,0,0,0,0,0,0,3760.601,3760.601,3777.943,3755.739
"BEN","Benin","SOM","Somalia",0,0,0,0,0,0,0,0,4777.344,4748.734,4752.758,4748.681
"BWA","Botswana","SOM","Somalia",0,1,0,0,1,0,0,0,3645.368,3645.368,3638.875,3597.426
"BFA","Burkina Faso","SOM","Somalia",0,0,0,0,0,0,0,0,5307.266,5307.266,5278.877,5272.26
"BDI","Burundi","SOM","Somalia",0,0,0,0,0,0,0,0,1882.247,1882.247,1894.609,1861.582
"CMR","Cameroon","SOM","Somalia",0,1,0,0,0,0,0,0,3765.784,3765.784,3747.639,3734.209
"CPV","Cape Verde","SOM","Somalia",0,0,0,0,0,0,0,0,7685.123,7685.123,7656.528,7653.125
"CAF","Central African Republic","SOM","Somalia",0,0,0,0,0,0,0,0,2981.93,2981.93,2960.755,2941.508
"TCD","Chad","SOM","Somalia",0,1,0,0,0,0,0,0,3533.475,3533.475,3297.415,3281.216
"COM","Comoros","SOM","Somalia",0,1,0,0,0,0,0,0,1542.121,1542.121,1743.026,1672.489
"COG","Congo Republic","SOM","Somalia",0,0,0,0,0,0,0,0,3421.492,3421.492,3546.139,3525.837
"CIV","Cote d'ivoire","SOM","Somalia",0,0,0,0,0,0,0,0,5493.816,5640.616,5511.129,5505.527
"DJI","Djibouti","SOM","Somalia",1,1,1,0,0,0,0,0,1092.102,1092.102,927.5162,666.3285
"EGY","Egypt","SOM","Somalia",0,1,0,0,0,0,0,0,3455.451,3455.451,3286.375,3241.598
"GNQ","Equatorial Guinea","SOM","Somalia",0,0,0,0,0,0,0,0,4066.959,4066.959,3959.544,3952.336
"ERI","Eritrea","SOM","Somalia",0,1,0,0,1,0,0,0,1641.642,1641.642,1432.818,1306.423
"ETH","Ethiopia","SOM","Somalia",1,1,0,0,0,0,0,0,1063.184,1063.184,1000.024,931.4271
"GAB","Gabon","SOM","Somalia",0,0,0,0,0,0,0,0,4002.507,4002.507,3919.855,3907.814
"GMB","Gambia","SOM","Somalia",0,1,0,0,1,0,0,0,6936.122,6936.122,6817.551,6813.991
"GHA","Ghana","SOM","Somalia",0,1,0,0,1,0,0,0,5077.803,5077.803,5073.517,5068.782
"GIN","Guinea","SOM","Somalia",0,0,0,0,0,0,0,0,6804.627,6804.627,6405.905,6398.005
"GNB","Guinea-Bissau","SOM","Somalia",0,0,0,0,0,0,0,0,6813.749,6813.749,6715.408,6712.578
"KEN","Kenya","SOM","Somalia",1,1,0,0,1,0,0,0,1017.097,1017.097,1090.764,1002.853
"LSO","Lesotho","SOM","Somalia",0,1,0,0,1,0,0,0,3974.499,3974.499,4114.662,4082.667
"LBR","Liberia","SOM","Somalia",0,1,0,0,0,0,0,0,6244.49,6244.49,6135.936,6131.332
"LBY","Libya","SOM","Somalia",0,1,0,0,0,0,0,0,4795.791,4795.791,4395.888,4359.918
"MDG","Madagascar","SOM","Somalia",0,0,0,0,0,0,0,0,2338.024,2338.024,2563.652,2487.896
"MWI","Malawi","SOM","Somalia",0,1,0,0,1,0,0,0,2188.637,2188.637,2329.377,2270.434
"MLI","Mali","SOM","Somalia",0,0,0,0,0,0,0,0,5992.377,5992.377,5826.025,5814.389
"MRT","Mauritania","SOM","Somalia",0,1,0,0,0,0,0,0,6919.451,6919.451,6702.579,6690.575
"MUS","Mauritius","SOM","Somalia",0,1,0,0,1,0,0,0,2804.291,2804.291,3005.821,2973.96
"MAR","Morocco","SOM","Somalia",0,1,0,0,0,0,0,0,6473.818,6473.818,6303.93,6293.454
"MOZ","Mozambique","SOM","Somalia",0,0,0,0,0,0,0,0,3405.839,3405.839,2948.75,2770.686
"NAM","Namibia","SOM","Somalia",0,1,0,0,0,0,0,0,4110.855,4110.855,4168.042,4126.235
"NER","Niger","SOM","Somalia",0,1,0,0,0,0,0,0,4929.48,4929.48,4542.605,4516.649
"NGA","Nigeria","SOM","Somalia",0,1,0,0,1,0,0,0,4672.96,4299.662,4389.378,4370.934
"RWA","Rwanda","SOM","Somalia",0,1,0,0,0,0,0,0,1757.051,1757.051,1811.365,1781.233
"STP","Sao Tome and Principe","SOM","Somalia",0,0,0,0,0,0,0,0,4303.664,4303.664,4279.681,4273.912
"SEN","Senegal","SOM","Somalia",0,0,0,0,0,0,0,0,7033.549,7033.549,6886.812,6882.974
"SYC","Seychelles","SOM","Somalia",0,1,0,0,1,0,0,0,1347.699,1347.699,1530.45,1495.801
"SLE","Sierra Leone","SOM","Somalia",0,1,0,0,1,0,0,0,6531.794,6531.794,6389.93,6385.66
"SOM","Somalia","SOM","Somalia",0,0,0,0,0,0,0,0,300.3498,300.3498,432.5145,100.4716
"ZAF","South Africa","SOM","Somalia",0,1,0,0,0,0,0,0,4893.396,3598.782,4140.74,4058.9
"SDN","Sudan","SOM","Somalia",0,1,0,0,1,0,0,0,2059.23,2059.23,1923.636,1868.296
"SWZ","Swaziland","SOM","Somalia",0,1,0,0,1,0,0,0,3507.702,3507.702,3655.002,3618.936
"TZA","Tanzania","SOM","Somalia",0,1,0,0,1,0,0,0,1195.51,1405.052,1456.157,1345.237
"TGO","Togo","SOM","Somalia",0,0,0,0,0,0,0,0,4904.516,4904.516,4871.409,4867.563
"TUN","Tunisia","SOM","Somalia",0,1,0,0,0,0,0,0,5288.154,5288.154,5059.48,5042.268
"UGA","Uganda","SOM","Somalia",0,1,0,0,1,0,0,0,1433.108,1433.108,1470.368,1435.661
"ZMB","Zambia","SOM","Somalia",0,1,0,0,1,0,0,0,2707.408,2707.408,2708,2654.228
"ZWE","ZImbabwe","SOM","Somalia",0,1,0,0,1,0,0,0,2710.673,2710.673,2953.647,2904.898
"DZA","Algeria","ZAF","South Africa",0,0,0,0,0,0,0,0,8037.998,7447.985,7654.961,7643.214
"AGO","Angola","ZAF","South Africa",0,0,0,0,0,0,0,0,2844.23,2458.174,2579.672,2538.542
"BEN","Benin","ZAF","South Africa",0,0,0,0,0,0,0,0,4793.367,4519.959,4882.199,4867.746
"BWA","Botswana","ZAF","South Africa",1,1,1,0,0,0,0,0,1250.909,256.2495,745.475,521.5082
"BFA","Burkina Faso","ZAF","South Africa",0,0,0,0,0,0,0,0,5573.391,5332.379,5559.617,5551.137
"BDI","Burundi","ZAF","South Africa",0,0,0,0,0,0,0,0,3583.374,2491.78,2902.88,2847.746
"CMR","Cameroon","ZAF","South Africa",0,1,1,0,0,0,0,0,4268.166,3753.215,4251.507,4224.1
"CPV","Cape Verde","ZAF","South Africa",0,0,0,0,0,0,0,0,7023.108,7199.892,7400.328,7392.058
"CAF","Central African Republic","ZAF","South Africa",0,0,0,0,0,0,0,0,4264.643,3508.276,3918.217,3890.233
"TCD","Chad","ZAF","South Africa",0,0,0,0,0,0,0,0,5144.141,4455.145,4648.431,4621.056
"COM","Comoros","ZAF","South Africa",0,0,0,0,0,0,0,0,3532.016,2224.356,2611.769,2535.665
"COG","Congo Republic","ZAF","South Africa",0,0,0,0,0,0,0,0,3322.5,2765.04,3120.011,3095.672
"CIV","Cote d'ivoire","ZAF","South Africa",0,0,0,0,0,0,0,0,4967.811,5122.609,5174.21,5162.341
"DJI","Djibouti","ZAF","South Africa",0,0,0,0,0,0,0,0,5701.546,4458.697,4862.11,4821.458
"EGY","Egypt","ZAF","South Africa",0,0,1,0,0,0,0,0,7247.011,6216.672,6607.45,6581.614
"GNQ","Equatorial Guinea","ZAF","South Africa",0,0,0,0,0,0,0,0,4315.271,3892.882,4013.849,3995.807
"ERI","Eritrea","ZAF","South Africa",0,1,1,0,0,0,0,0,5895.19,4714.109,5107.388,5070.878
"ETH","Ethiopia","ZAF","South Africa",0,1,0,0,0,0,0,0,5245.598,4037.999,4482.042,4433.554
"GAB","Gabon","ZAF","South Africa",0,0,0,0,0,0,0,0,3934.722,3539.851,3714.035,3694.287
"GMB","Gambia","ZAF","South Africa",0,1,1,0,0,0,0,0,6454.668,6531.264,6628.032,6621.214
"GHA","Ghana","ZAF","South Africa",0,1,1,0,0,0,0,0,4815.85,4645.296,4938.01,4925.116
"GIN","Guinea","ZAF","South Africa",0,0,0,0,0,0,0,0,6035.118,6164.734,6065.521,6055.537
"GNB","Guinea-Bissau","ZAF","South Africa",0,0,0,0,0,0,0,0,6246.342,6331.541,6439.967,6433.266
"KEN","Kenya","ZAF","South Africa",0,1,1,0,0,0,0,0,4106.482,2873.416,3294.844,3233.153
"LSO","Lesotho","ZAF","South Africa",1,1,1,0,0,0,0,0,996.4764,405.7573,475.7303,368.9288
"LBR","Liberia","ZAF","South Africa",0,1,1,0,0,0,0,0,5437.082,5520.94,5603.875,5595.013
"LBY","Libya","ZAF","South Africa",0,0,0,0,0,0,0,0,7441.046,6700.989,6921.581,6902.185
"MDG","Madagascar","ZAF","South Africa",0,0,0,0,0,0,0,0,3326.973,2124.323,2405.305,2309.283
"MWI","Malawi","ZAF","South Africa",0,1,1,0,0,0,0,0,2708.201,1433.772,1837.949,1725.863
"MLI","Mali","ZAF","South Africa",0,0,0,0,0,0,0,0,5894.566,5800.734,5964.487,5954.352
"MRT","Mauritania","ZAF","South Africa",0,0,0,0,0,0,0,0,6850.594,6834.439,6912.223,6899.234
"MUS","Mauritius","ZAF","South Africa",0,1,1,0,0,0,0,0,4130.892,3057.382,3272.778,3223.102
"MAR","Morocco","ZAF","South Africa",0,0,0,0,0,0,0,0,8012.916,7613.457,7822.17,7814.156
"MOZ","Mozambique","ZAF","South Africa",1,0,0,0,0,0,0,0,1622.096,437.8207,1288.853,878.671
"NAM","Namibia","ZAF","South Africa",1,1,1,1,0,0,1,0,1272.133,1182.444,1371.972,1324.115
"NER","Niger","ZAF","South Africa",0,0,0,0,0,0,0,0,5560.978,5207.574,5368.298,5352.61
"NGA","Nigeria","ZAF","South Africa",0,1,1,0,0,0,0,0,4764.497,4504.671,4737.2,4718.519
"RWA","Rwanda","ZAF","South Africa",0,1,1,0,0,0,0,0,3760.455,2655.93,3053.132,3000.501
"STP","Sao Tome and Principe","ZAF","South Africa",0,0,0,0,0,0,0,0,3992.303,3696.734,3935.314,3923.706
"SEN","Senegal","ZAF","South Africa",0,0,0,0,0,0,0,0,6610.608,6682.298,6764.058,6756.477
"SYC","Seychelles","ZAF","South Africa",0,1,1,0,0,0,0,0,5022.527,3734.753,4078.662,4027.745
"SLE","Sierra Leone","ZAF","South Africa",0,1,1,0,0,0,0,0,5790.759,5888.729,5950.4,5942.371
"SOM","Somalia","ZAF","South Africa",0,1,0,0,0,0,0,0,4893.396,3598.782,4140.74,4058.9
"ZAF","South Africa","ZAF","South Africa",0,0,0,0,0,0,0,0,415.4302,415.4302,585.4579,107.6344
"SDN","Sudan","ZAF","South Africa",0,0,0,0,0,0,0,0,5705.906,4618.14,4933.194,4884.096
"SWZ","Swaziland","ZAF","South Africa",1,1,0,0,0,0,0,0,1481.958,298.9869,618.0505,428.4555
"TZA","Tanzania","ZAF","South Africa",0,1,0,0,0,0,0,0,3698.366,2319.282,2808.379,2725.212
"TGO","Togo","ZAF","South Africa",0,0,0,0,0,0,0,0,4813.559,4586.597,4899.261,4886.246
"TUN","Tunisia","ZAF","South Africa",0,0,0,0,0,0,0,0,7922.629,7214.399,7446.594,7432.091
"UGA","Uganda","ZAF","South Africa",0,1,1,0,0,0,0,0,4088.998,2938.496,3385.466,3331.759
"ZMB","Zambia","ZAF","South Africa",0,1,1,0,0,0,0,0,2278.582,1142.311,1704.28,1586.809
"ZWE","ZImbabwe","ZAF","South Africa",1,1,1,0,0,0,0,0,2186.206,926.1743,1258.552,1101.438
"DZA","Algeria","SDN","Sudan",0,1,1,0,0,0,0,0,3754.748,3754.748,3734.552,3713.281
"AGO","Angola","SDN","Sudan",0,0,0,0,0,0,0,0,3447.449,3447.449,3417.58,3371.885
"BEN","Benin","SDN","Sudan",0,0,0,0,0,0,0,0,3429.102,3397.618,3362.363,3323.186
"BWA","Botswana","SDN","Sudan",0,0,0,0,1,0,0,0,4542.512,4542.512,4304.603,4276.876
"BFA","Burkina Faso","SDN","Sudan",0,0,0,0,0,0,0,0,3707.752,3707.752,3735.276,3699.798
"BDI","Burundi","SDN","Sudan",0,0,0,0,0,0,0,0,2135.014,2135.014,2054.653,2005.309
"CMR","Cameroon","SDN","Sudan",0,0,0,0,0,0,0,0,2643.877,2643.877,2492.586,2393.799
"CPV","Cape Verde","SDN","Sudan",0,0,0,0,0,0,0,0,5999.561,5999.561,6024.675,6008.859
"CAF","Central African Republic","SDN","Sudan",1,0,0,0,0,0,0,0,1965.582,1965.582,1872.122,1776.001
"TCD","Chad","SDN","Sudan",1,1,1,0,0,0,0,0,1932.725,1932.725,1797.994,1672.831
"COM","Comoros","SDN","Sudan",0,1,0,0,0,0,0,0,3251.838,3251.838,3245.232,3228.906
"COG","Congo Republic","SDN","Sudan",0,0,0,0,0,0,0,0,2912.332,2912.332,2902.66,2845.466
"CIV","Cote d'ivoire","SDN","Sudan",0,0,0,0,0,0,0,0,4151.775,4234.195,4147.785,4115.996
"DJI","Djibouti","SDN","Sudan",0,1,1,0,0,0,0,0,1229.541,1229.541,1274.305,1227.212
"EGY","Egypt","SDN","Sudan",1,1,1,1,0,0,0,0,1619.157,1619.157,1736.12,1687.566
"GNQ","Equatorial Guinea","SDN","Sudan",0,0,0,0,0,0,0,0,2911.592,2911.592,2845.275,2795.123
"ERI","Eritrea","SDN","Sudan",1,0,1,0,1,0,0,0,681.6393,681.6393,818.3794,697.3873
"ETH","Ethiopia","SDN","Sudan",1,0,0,0,0,0,0,0,996.0536,996.0536,1017.099,951.5115
"GAB","Gabon","SDN","Sudan",0,0,0,0,0,0,0,0,3049.577,3049.577,2956.692,2906.195
"GMB","Gambia","SDN","Sudan",0,0,0,0,1,0,0,0,5293.266,5293.266,5235.822,5215.776
"GHA","Ghana","SDN","Sudan",0,0,0,0,1,0,0,0,3749.322,3749.322,3717.841,3682.438
"GIN","Guinea","SDN","Sudan",0,0,0,0,0,0,0,0,5274.487,5274.487,4913.007,4884.029
"GNB","Guinea-Bissau","SDN","Sudan",0,0,0,0,0,0,0,0,5215.833,5215.833,5168.164,5148.015
"KEN","Kenya","SDN","Sudan",1,0,0,0,1,0,0,0,1932.343,1932.343,1908.144,1853.408
"LSO","Lesotho","SDN","Sudan",0,0,0,0,1,0,0,0,5023.031,5023.031,4944.424,4927.849
"LBR","Liberia","SDN","Sudan",0,0,0,0,0,0,0,0,4831.751,4831.751,4742.438,4715.689
"LBY","Libya","SDN","Sudan",1,1,1,0,0,0,0,0,2737.39,2737.39,2580.939,2543.552
"MDG","Madagascar","SDN","Sudan",0,0,0,0,0,0,0,0,4166.7,4166.7,4148.039,4125.022
"MWI","Malawi","SDN","Sudan",0,0,0,0,1,0,0,0,3288.215,3288.215,3270.584,3238.578
"MLI","Mali","SDN","Sudan",0,0,0,0,0,0,0,0,4378.991,4378.991,4254.583,4216.256
"MRT","Mauritania","SDN","Sudan",0,1,0,0,0,0,0,0,5159.945,5159.945,5028.713,4999.664
"MUS","Mauritius","SDN","Sudan",0,0,0,0,1,0,0,0,4822.656,4822.656,4791.976,4783.238
"MAR","Morocco","SDN","Sudan",0,1,1,0,0,0,0,0,4441.3,4441.3,4452.367,4438.052
"MOZ","Mozambique","SDN","Sudan",0,0,0,0,0,0,0,0,4620.774,4620.774,4013.153,3931.618
"NAM","Namibia","SDN","Sudan",0,0,0,0,0,0,0,0,4563.593,4563.593,4415.061,4372.351
"NER","Niger","SDN","Sudan",0,1,0,0,0,0,0,0,3285.464,3285.464,2938.495,2860.031
"NGA","Nigeria","SDN","Sudan",0,0,0,0,1,0,0,0,3328.484,2844.521,2999.335,2918.834
"RWA","Rwanda","SDN","Sudan",0,0,0,0,0,0,0,0,1964.729,1964.729,1904.927,1849.42
"STP","Sao Tome and Principe","SDN","Sudan",0,0,0,0,0,0,0,0,3311.486,3311.486,3236.391,3193.93
"SEN","Senegal","SDN","Sudan",0,0,0,0,0,0,0,0,5359.718,5359.718,5280.835,5261.347
"SYC","Seychelles","SDN","Sudan",0,0,0,0,1,0,0,0,3381.219,3381.219,3373.276,3359.99
"SLE","Sierra Leone","SDN","Sudan",0,0,0,0,1,0,0,0,5039.158,5039.158,4930.619,4906.054
"SOM","Somalia","SDN","Sudan",0,1,0,0,1,0,0,0,2059.23,2059.23,1923.636,1868.296
"ZAF","South Africa","SDN","Sudan",0,0,0,0,0,0,0,0,5705.906,4618.14,4933.194,4884.096
"SDN","Sudan","SDN","Sudan",0,0,0,0,0,0,0,0,595.399,595.399,416.6367,27.44445
"SWZ","Swaziland","SDN","Sudan",0,0,0,0,1,0,0,0,4664.042,4664.042,4595.217,4578.865
"TZA","Tanzania","SDN","Sudan",0,0,0,0,1,0,0,0,2602.337,2443.131,2418.265,2361.137
"TGO","Togo","SDN","Sudan",0,0,0,0,0,0,0,0,3559.402,3559.402,3494.593,3457.994
"TUN","Tunisia","SDN","Sudan",0,1,1,0,0,0,0,0,3235.268,3235.268,3230.241,3216.832
"UGA","Uganda","SDN","Sudan",1,0,0,0,1,0,0,0,1693.612,1693.612,1601.213,1516.447
"ZMB","Zambia","SDN","Sudan",0,0,0,0,1,0,0,0,3483.844,3483.844,3262.673,3223.702
"ZWE","ZImbabwe","SDN","Sudan",0,0,0,0,1,0,0,0,3719.098,3719.098,3732.53,3707.5
"DZA","Algeria","SWZ","Swaziland",0,0,0,0,0,0,0,0,7622.998,7622.998,7550.361,7547.963
"AGO","Angola","SWZ","Swaziland",0,0,0,0,0,0,0,0,2711.923,2711.923,2623.159,2603.631
"BEN","Benin","SWZ","Swaziland",0,0,0,0,0,0,0,0,4776.063,4766.217,4934.533,4929.912
"BWA","Botswana","SWZ","Swaziland",0,1,0,0,1,0,0,1,552.6561,552.6561,655.0614,637.0763
